Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-03-13,2018,3,13,Tuesday,10,2018-10,83.37,83.39,81.51,81.91,6134335.0,76.11,-0.01026619975606835,77.37642857142858,77.1054
2018-03-14,2018,3,14,Wednesday,10,2018-10,82.13,82.44,80.65,81.55,5154080.0,75.78,-0.004379539216181616,77.20928571428571,77.1372
2018-03-15,2018,3,15,Thursday,10,2018-10,81.91,82.17,80.47,81.34,4779076.0,75.59,-0.0025466388796601125,77.04642857142858,77.15820000000001
2018-03-16,2018,3,16,Friday,10,2018-10,81.32,81.71,80.42,80.76,11507220.0,75.05,-0.007117908271641271,76.74785714285714,77.14659999999999
2018-03-19,2018,3,19,Monday,11,2018-11,80.55,81.15,79.38,80.05,6069662.0,74.39,-0.008805328109457444,76.46785714285714,77.117
2018-03-20,2018,3,20,Tuesday,11,2018-11,80.08,80.98,79.81,80.03,4472717.0,74.37,-0.0003148631401721502,76.15142857142857,77.074
2018-03-21,2018,3,21,Wednesday,11,2018-11,80.01,80.87,79.52,79.92,5542273.0,74.27,-0.0012580025562217712,76.01357142857144,77.0144
2018-03-22,2018,3,22,Thursday,11,2018-11,79.33,79.89,77.99,78.08,7916239.0,72.56,-0.02307092722540749,75.76857142857143,76.9038
2018-03-23,2018,3,23,Friday,11,2018-11,78.16,78.75,76.87,76.97,6138148.0,71.53,-0.014185609728861515,75.37571428571428,76.76520000000001
2018-03-26,2018,3,26,Monday,12,2018-12,78.0,79.84,77.68,79.7,18321011.0,74.06,0.03540178201921784,75.16785714285713,76.6762
2018-03-27,2018,3,27,Tuesday,12,2018-12,79.84,80.67,78.26,78.84,14319115.0,73.27,-0.010739194335337432,74.93214285714285,76.553
2018-03-28,2018,3,28,Wednesday,12,2018-12,79.24,79.31,78.02,78.32,4961017.0,72.78,-0.006625055060402452,74.64785714285713,76.4504
2018-03-29,2018,3,29,Thursday,12,2018-12,78.6,79.7,78.28,79.18,4509423.0,73.58,0.011008579198695356,74.30285714285715,76.3584
2018-04-02,2018,4,2,Monday,13,2018-13,79.07,79.3,76.28,77.71,10481839.0,72.21,-0.018597986310311065,73.96785714285714,76.2368
2018-04-03,2018,4,3,Tuesday,13,2018-13,77.78,78.69,77.2,78.61,6045351.0,73.05,0.011580522459468723,73.74928571428572,76.117
2018-04-04,2018,4,4,Wednesday,13,2018-13,76.22,79.23,75.93,79.15,11538047.0,73.55,0.006884999761873178,73.59,76.01520000000001
2018-04-05,2018,4,5,Thursday,13,2018-13,79.58,79.67,78.64,79.14,6481372.0,73.55,-7.935149600912794e-05,73.44428571428571,75.904
2018-04-06,2018,4,6,Friday,13,2018-13,78.4,79.13,76.91,77.26,7077724.0,71.79,-0.023854952626509496,73.21142857142857,75.7616
2018-04-09,2018,4,9,Monday,14,2018-14,77.94,78.28,76.84,76.92,5649531.0,71.48,-0.004398971894146619,73.00357142857142,75.589
2018-04-10,2018,4,10,Tuesday,14,2018-14,78.06,78.24,76.99,77.38,6561299.0,71.91,0.006054950764965206,72.82785714285714,75.4222
2018-04-11,2018,4,11,Wednesday,14,2018-14,76.95,77.6,76.71,77.06,4164610.0,71.61,-0.004147790967631848,72.63785714285714,75.2646
2018-04-12,2018,4,12,Thursday,14,2018-14,77.43,77.95,77.28,77.56,5136125.0,72.08,0.006533126845002846,72.60357142857143,75.11840000000001
2018-04-13,2018,4,13,Friday,14,2018-14,77.9,78.04,76.68,77.22,5512241.0,71.76,-0.004381165992854208,72.61999999999999,74.9484
2018-04-16,2018,4,16,Monday,15,2018-15,77.97,78.06,77.31,77.92,5573259.0,72.41,0.008964082221589509,72.50214285714286,74.7878
2018-04-17,2018,4,17,Tuesday,15,2018-15,78.49,79.26,78.13,78.37,6679203.0,72.83,0.0058152381387908125,72.4707142857143,74.6786
2018-04-18,2018,4,18,Wednesday,15,2018-15,78.93,78.94,78.14,78.54,6561299.0,72.99,0.0021682241032516814,72.48571428571428,74.6584
2018-04-19,2018,4,19,Thursday,15,2018-15,78.48,79.02,77.5,77.94,7665495.0,72.43,-0.007612245365160586,72.40357142857144,74.597
2018-04-20,2018,4,20,Friday,15,2018-15,78.58,78.58,77.09,77.46,8543894.0,71.98,-0.006217216960363148,72.38714285714285,74.5016
2018-04-23,2018,4,23,Monday,16,2018-16,77.48,77.73,77.09,77.7,5212873.0,72.2,0.0030876193882145575,72.32642857142858,74.4628
2018-04-24,2018,4,24,Tuesday,16,2018-16,79.61,80.12,76.02,76.84,12952734.0,71.41,-0.0110157009242694,72.17357142857142,74.4366
2018-04-25,2018,4,25,Wednesday,16,2018-16,76.94,77.41,75.12,76.43,7501510.0,71.03,-0.005323668829035344,71.99357142857143,74.3756
2018-04-26,2018,4,26,Thursday,16,2018-16,76.46,78.19,76.04,77.29,5698154.0,71.83,0.011280401576495569,71.99642857142858,74.3492
2018-04-27,2018,4,27,Friday,16,2018-16,76.96,77.25,76.15,77.07,4609848.0,71.62,-0.0029310032031358846,72.00642857142857,74.3078
2018-04-30,2018,4,30,Monday,17,2018-17,77.11,77.28,75.61,75.61,7058497.0,70.27,-0.018863249219925993,71.8892857142857,74.1926
2018-05-01,2018,5,1,Tuesday,17,2018-17,75.52,75.68,73.66,74.86,6588471.0,69.57,-0.009904382932122147,71.74357142857143,74.07220000000001
2018-05-02,2018,5,2,Wednesday,17,2018-17,74.86,75.39,74.37,74.58,4859321.0,69.3,-0.003866803002727126,71.545,73.979
2018-05-03,2018,5,3,Thursday,17,2018-17,73.96,74.6,72.62,74.07,8062745.0,68.83,-0.0067511183056887525,71.33571428571429,73.84379999999999
2018-05-04,2018,5,4,Friday,17,2018-17,73.9,75.61,73.42,75.21,10399369.0,69.89,0.015378193519197003,71.15571428571428,73.6792
2018-05-07,2018,5,7,Monday,18,2018-18,75.37,76.44,75.31,76.08,4596500.0,70.7,0.011547130579368403,71.00357142857142,73.5358
2018-05-08,2018,5,8,Tuesday,18,2018-18,76.15,76.67,75.95,76.65,4867902.0,71.22,0.007444705897587944,70.87714285714286,73.3756
2018-05-09,2018,5,9,Wednesday,18,2018-18,77.07,77.54,76.66,77.48,5643810.0,72.0,0.010838436037984511,70.84642857142856,73.24940000000001
2018-05-10,2018,5,10,Thursday,18,2018-18,77.7,78.22,77.41,78.1,3715718.0,72.58,0.008041535464256455,70.88928571428572,73.125
2018-05-11,2018,5,11,Friday,18,2018-18,77.99,78.61,77.74,78.34,4318108.0,72.8,0.0030618205816870248,70.93214285714285,73.057
2018-05-14,2018,5,14,Monday,19,2018-19,78.28,79.07,78.22,78.65,7024016.0,73.09,0.004017075663239389,71.05214285714285,72.999
2018-05-15,2018,5,15,Tuesday,19,2018-19,78.23,78.51,77.7,78.38,5377971.0,72.84,-0.003440674974376612,71.18142857142858,72.9152
2018-05-16,2018,5,16,Wednesday,19,2018-19,78.68,78.72,78.11,78.53,5861821.0,72.97,0.0018467320300801227,71.26285714285714,72.8352
2018-05-17,2018,5,17,Thursday,19,2018-19,78.34,78.68,77.91,78.42,5290893.0,73.29,0.004271197016215478,71.38214285714285,72.7696
2018-05-18,2018,5,18,Friday,19,2018-19,78.41,78.92,78.14,78.79,3670749.0,73.63,0.0046546713959818575,71.62214285714286,72.707
2018-05-21,2018,5,21,Monday,20,2018-20,79.28,80.76,79.28,80.59,7470048.0,75.31,0.022845332750279113,72.03214285714286,72.645
2018-05-22,2018,5,22,Tuesday,20,2018-20,80.72,81.2,80.33,80.47,6296730.0,75.2,-0.0014056618539843857,72.45357142857144,72.611
2018-05-23,2018,5,23,Wednesday,20,2018-20,79.82,80.38,79.35,80.29,6370142.0,75.03,-0.002268051277681038,72.89642857142857,72.5894
2018-05-24,2018,5,24,Thursday,20,2018-20,80.11,80.46,79.67,80.18,2916292.0,74.93,-0.0014108403788922752,73.25642857142857,72.5724
2018-05-25,2018,5,25,Friday,20,2018-20,80.21,80.35,79.63,79.94,2749129.0,74.71,-0.002904378704997157,73.54285714285713,72.5548
2018-05-29,2018,5,29,Tuesday,21,2018-21,79.4,79.66,78.41,78.74,4411223.0,73.58,-0.015114531350877813,73.71142857142857,72.5254
2018-05-30,2018,5,30,Wednesday,21,2018-21,78.93,79.7,78.83,79.42,4421551.0,74.22,0.00871221366874586,73.87,72.52199999999999
2018-05-31,2018,5,31,Thursday,21,2018-21,79.16,79.24,78.18,78.55,5430249.0,73.41,-0.010935031656473582,73.92928571428571,72.5028
2018-06-01,2018,6,1,Friday,21,2018-21,79.26,79.64,78.84,79.18,4258361.0,73.99,0.007931567109126902,74.01428571428572,72.4972
2018-06-04,2018,6,4,Monday,22,2018-22,79.55,80.07,79.3,79.48,5114991.0,74.27,0.003815584089373214,74.09857142857143,72.5314
2018-06-05,2018,6,5,Tuesday,22,2018-22,79.31,79.82,78.75,79.26,3450196.0,74.07,-0.002692415075059129,74.18642857142856,72.5822
2018-06-06,2018,6,6,Wednesday,22,2018-22,79.65,79.81,79.2,79.81,4674202.0,74.58,0.00690736297516259,74.30142857142857,72.5926
2018-06-07,2018,6,7,Thursday,22,2018-22,79.82,80.35,79.81,80.29,3993952.0,75.03,0.005992853093572892,74.42571428571429,72.6278
2018-06-08,2018,6,8,Friday,22,2018-22,79.88,80.36,79.77,80.31,4388500.0,75.05,0.00023519090424350964,74.52714285714285,72.67320000000001
2018-06-11,2018,6,11,Monday,23,2018-23,80.27,80.94,80.26,80.66,6155945.0,75.38,0.00438807967203414,74.53214285714286,72.7092
2018-06-12,2018,6,12,Tuesday,23,2018-23,80.94,81.03,80.14,80.46,3989661.0,75.19,-0.0024964468774525406,74.53142857142858,72.7688
2018-06-13,2018,6,13,Wednesday,23,2018-23,80.52,80.65,79.82,79.89,4458893.0,74.66,-0.007117637407478172,74.505,72.801
2018-06-14,2018,6,14,Thursday,23,2018-23,80.14,80.39,79.48,79.89,6260819.0,74.66,0.0,74.48571428571428,72.8232
2018-06-15,2018,6,15,Friday,23,2018-23,79.91,80.16,78.98,79.87,11852033.0,74.64,-0.0002365810512374722,74.48071428571428,72.845
2018-06-18,2018,6,18,Monday,24,2018-24,79.64,80.3,79.35,80.23,6185024.0,74.98,0.004570110238103942,74.58071428571428,72.9088
2018-06-19,2018,6,19,Tuesday,24,2018-24,79.95,79.95,78.5,78.7,9243054.0,73.54,-0.01913850183930521,74.53214285714286,72.95
2018-06-20,2018,6,20,Wednesday,24,2018-24,78.97,79.11,78.46,78.89,6264950.0,73.73,0.002478956979058644,74.55499999999999,72.98639999999999
2018-06-21,2018,6,21,Thursday,24,2018-24,78.78,78.78,77.52,77.71,7310353.0,72.62,-0.014996842737271199,74.45714285714287,73.00659999999999
2018-06-22,2018,6,22,Friday,24,2018-24,78.36,78.75,78.11,78.58,6050912.0,73.44,0.01125680030063525,74.39785714285713,73.03379999999999
2018-06-25,2018,6,25,Monday,25,2018-25,77.91,78.53,77.68,78.42,10027067.0,73.29,-0.0020821427224582134,74.34214285714286,73.06439999999999
2018-06-26,2018,6,26,Tuesday,25,2018-25,78.66,79.5,78.14,79.07,8867573.0,73.89,0.008265891037318784,74.29285714285713,73.09400000000001
2018-06-27,2018,6,27,Wednesday,25,2018-25,79.54,80.16,78.25,78.26,8265501.0,73.14,-0.01018800378068474,74.15785714285714,73.1002
2018-06-28,2018,6,28,Thursday,25,2018-25,78.06,78.67,77.71,78.41,5215893.0,73.28,0.0019300365405090503,74.03142857142858,73.10600000000001
2018-06-29,2018,6,29,Friday,25,2018-25,78.58,79.57,78.55,78.68,6055520.0,73.53,0.0034510693504916645,73.89928571428571,73.128
2018-07-02,2018,7,2,Monday,26,2018-26,77.95,78.69,77.47,78.68,6706692.0,73.53,0.0,73.7807142857143,73.159
2018-07-03,2018,7,3,Tuesday,26,2018-26,79.21,79.91,78.51,78.62,3918474.0,73.47,-0.00087995471257718,73.69571428571429,73.1844
2018-07-05,2018,7,5,Thursday,26,2018-26,79.24,79.24,77.81,78.63,5456944.0,73.49,0.00024019901313820924,73.61214285714286,73.226
2018-07-06,2018,7,6,Friday,26,2018-26,78.57,79.2,78.11,78.92,3665346.0,73.75,0.0036016008591515103,73.54857142857144,73.2804
2018-07-09,2018,7,9,Monday,27,2018-27,79.3,79.92,79.18,79.72,5400534.0,74.5,0.010207294912190745,73.51428571428572,73.3338
2018-07-10,2018,7,10,Tuesday,27,2018-27,79.82,80.66,79.65,79.96,5083052.0,74.73,0.002999635337244344,73.59928571428573,73.396
2018-07-11,2018,7,11,Wednesday,27,2018-27,79.18,79.18,78.17,78.59,5806047.0,73.44,-0.017157114737802792,73.57857142857142,73.4594
2018-07-12,2018,7,12,Thursday,27,2018-27,79.27,80.23,78.68,80.14,7329739.0,74.9,0.019778767506222872,73.74142857142859,73.56599999999999
2018-07-13,2018,7,13,Friday,27,2018-27,80.27,81.71,80.11,81.5,7378045.0,76.17,0.016961172712217865,73.93642857142856,73.7034
2018-07-16,2018,7,16,Monday,28,2018-28,81.52,82.0,81.04,81.17,6454359.0,75.86,-0.004092218454388674,74.12,73.84400000000001
2018-07-17,2018,7,17,Tuesday,28,2018-28,81.3,82.44,81.3,82.26,7483713.0,76.87,0.013412744742661964,74.33285714285715,73.9836
2018-07-18,2018,7,18,Wednesday,28,2018-28,82.45,83.47,82.39,82.88,5969237.0,77.45,0.007497538666751291,74.64071428571428,74.1186
2018-07-19,2018,7,19,Thursday,28,2018-28,82.66,82.79,81.98,82.04,4090245.0,76.67,-0.010099411075376485,74.88285714285715,74.2276
2018-07-20,2018,7,20,Friday,28,2018-28,81.79,82.43,81.74,81.98,5109906.0,76.61,-0.000766952592935688,75.10285714285715,74.3198
2018-07-23,2018,7,23,Monday,29,2018-29,81.74,81.89,81.1,81.42,6132904.0,76.08,-0.006832581195348686,75.285,74.3898
2018-07-24,2018,7,24,Tuesday,29,2018-29,81.28,84.54,80.74,84.48,12897913.0,78.95,0.03764394391924153,75.67642857142857,74.51280000000001
2018-07-25,2018,7,25,Wednesday,29,2018-29,84.05,84.95,83.39,84.8,8814978.0,79.25,0.0037993021421725004,76.08785714285715,74.63600000000001
2018-07-26,2018,7,26,Thursday,29,2018-29,84.91,86.0,84.42,85.49,9750899.0,79.89,0.008088748648826583,76.52642857142857,74.777
2018-07-27,2018,7,27,Friday,29,2018-29,85.9,85.9,84.54,84.66,6031844.0,79.12,-0.009643321814852168,76.85642857142857,74.9
2018-07-30,2018,7,30,Monday,30,2018-30,84.86,84.98,83.7,83.76,5871991.0,78.28,-0.010629865452431053,77.11,74.99980000000001
2018-07-31,2018,7,31,Tuesday,30,2018-30,84.37,85.55,84.33,85.42,8112481.0,79.83,0.019834942727026794,77.56642857142857,75.1238
2018-08-01,2018,8,1,Wednesday,30,2018-30,84.61,85.8,84.61,84.9,5982744.0,79.34,-0.006188511143840447,77.88357142857144,75.2044
2018-08-02,2018,8,2,Thursday,30,2018-30,84.32,84.76,83.93,84.41,3547919.0,78.88,-0.005781901019816793,78.07714285714285,75.278
2018-08-03,2018,8,3,Friday,30,2018-30,84.78,84.78,83.83,84.26,3093147.0,78.74,-0.0017149151382996886,78.28285714285714,75.3522
2018-08-06,2018,8,6,Monday,31,2018-31,84.13,84.41,83.61,84.29,3091876.0,78.77,0.00037341436961280117,78.41857142857144,75.429
2018-08-07,2018,8,7,Tuesday,31,2018-31,84.39,84.88,84.13,84.64,3491669.0,79.1,0.004106315378813008,78.53642857142857,75.5168
2018-08-08,2018,8,8,Wednesday,31,2018-31,84.65,84.92,84.39,84.78,2900720.0,79.23,0.0016357318375939123,78.7192857142857,75.6298
2018-08-09,2018,8,9,Thursday,31,2018-31,85.17,85.95,84.36,84.48,5203657.0,78.95,-0.0034889600847750613,78.88642857142857,75.7244
2018-08-10,2018,8,10,Friday,31,2018-31,84.04,84.17,83.25,83.76,3825676.0,78.28,-0.008492307609050842,79.04357142857143,75.8218
2018-08-13,2018,8,13,Monday,32,2018-32,83.73,84.03,82.82,83.18,4015721.0,77.74,-0.006911937778232624,78.95714285714284,75.8968
2018-08-14,2018,8,14,Tuesday,32,2018-32,83.51,83.7,83.06,83.34,5073359.0,77.88,0.0018153609945001925,78.85928571428572,75.969
2018-08-15,2018,8,15,Wednesday,32,2018-32,83.07,83.1,81.57,82.91,7253626.0,77.48,-0.005059438235324398,78.68714285714286,76.0372
2018-08-16,2018,8,16,Thursday,32,2018-32,83.32,84.07,83.32,83.9,6771365.0,78.82,0.017245355213316937,78.66571428571429,76.122
2018-08-17,2018,8,17,Friday,32,2018-32,84.15,84.83,83.88,84.61,6773271.0,79.49,0.008476400603456336,78.75214285714286,76.2112
2018-08-20,2018,8,20,Monday,33,2018-33,84.93,85.23,84.63,85.05,8489074.0,79.9,0.005206875121475996,78.75714285714287,76.3082
2018-08-21,2018,8,21,Tuesday,33,2018-33,85.21,85.88,85.21,85.58,3551733.0,80.4,0.006215808422707747,78.83285714285715,76.4086
2018-08-22,2018,8,22,Wednesday,33,2018-33,85.0,85.02,83.84,83.85,5965265.0,78.78,-0.020150080584000585,78.82571428571428,76.4804
2018-08-23,2018,8,23,Thursday,33,2018-33,84.02,84.02,83.2,83.46,5603132.0,78.41,-0.004653133933691267,78.80214285714284,76.5554
2018-08-24,2018,8,24,Friday,33,2018-33,83.46,83.99,83.46,83.93,4575684.0,78.85,0.005579565509032047,78.80785714285715,76.6392
2018-08-27,2018,8,27,Monday,34,2018-34,84.49,85.4,84.41,85.19,4819596.0,80.03,0.014997251579507154,78.87428571428572,76.747
2018-08-28,2018,8,28,Tuesday,34,2018-34,85.59,85.8,84.52,84.64,3571913.0,79.52,-0.006353464968240297,78.895,76.8378
2018-08-29,2018,8,29,Wednesday,34,2018-34,85.03,85.03,84.01,84.09,6034704.0,79.0,-0.006542889750883019,78.89857142857143,76.947
2018-08-30,2018,8,30,Thursday,34,2018-34,83.9,84.02,83.2,83.44,4610801.0,78.39,-0.007708318264381231,78.90642857142858,77.0402
2018-08-31,2018,8,31,Friday,34,2018-34,83.15,83.42,82.44,82.88,4381668.0,77.87,-0.006712370841457926,78.91571428571429,77.1452
2018-09-04,2018,9,4,Tuesday,35,2018-35,83.04,83.04,82.15,83.01,4653387.0,77.99,0.0015185593644135853,78.92357142857144,77.23620000000001
2018-09-05,2018,9,5,Wednesday,35,2018-35,82.76,83.66,82.49,83.56,4185108.0,78.51,0.006671862708661491,78.99714285714286,77.34060000000001
2018-09-06,2018,9,6,Thursday,35,2018-35,83.86,84.7,83.55,84.03,5728345.0,78.94,0.005572939068901439,79.00571428571428,77.4416
2018-09-07,2018,9,7,Friday,35,2018-35,83.78,83.87,82.41,83.08,5056834.0,78.05,-0.011309187171923307,78.90285714285714,77.5398
2018-09-10,2018,9,10,Monday,36,2018-36,83.62,84.49,83.62,84.11,6670304.0,79.02,0.01242335715480336,78.84,77.6546
2018-09-11,2018,9,11,Tuesday,36,2018-36,84.1,84.33,83.17,84.08,3257450.0,79.0,-0.00029920338907940547,78.74000000000001,77.76400000000001
2018-09-12,2018,9,12,Wednesday,36,2018-36,83.93,84.64,83.81,84.26,5549741.0,79.16,0.00209582318789181,78.76714285714286,77.8766
2018-09-13,2018,9,13,Thursday,36,2018-36,84.51,85.31,84.32,85.29,4450789.0,80.13,0.012173932318533698,78.89,78.0098
2018-09-14,2018,9,14,Friday,36,2018-36,85.39,86.83,85.39,86.72,8720432.0,81.48,0.01682392720232273,79.07785714285714,78.1696
2018-09-17,2018,9,17,Monday,37,2018-37,86.73,87.35,86.49,86.7,7567136.0,81.45,-0.00029019258618345756,79.17928571428571,78.3236
2018-09-18,2018,9,18,Tuesday,37,2018-37,86.83,88.31,86.51,87.84,6855105.0,82.53,0.013211388967570015,79.39428571428572,78.4842
2018-09-19,2018,9,19,Wednesday,37,2018-37,87.58,88.65,87.57,88.42,6344400.0,83.07,0.006591161869198947,79.68499999999999,78.651
2018-09-20,2018,9,20,Thursday,37,2018-37,89.06,89.75,88.67,89.27,6158646.0,83.87,0.009608519484756162,80.07642857142856,78.8596
2018-09-21,2018,9,21,Friday,37,2018-37,90.42,90.72,89.23,89.41,11648482.0,84.01,0.0016214894979786898,80.515,79.04180000000001
2018-09-24,2018,9,24,Monday,38,2018-38,89.24,89.99,88.01,88.32,4023825.0,82.98,-0.012246607967955847,80.87142857142858,79.178
2018-09-25,2018,9,25,Tuesday,38,2018-38,88.23,88.57,87.73,87.92,5196666.0,82.6,-0.004489075400155529,81.16357142857143,79.3128
2018-09-26,2018,9,26,Wednesday,38,2018-38,87.86,88.5,87.39,87.83,3763388.0,82.52,-0.0010736911404826133,81.4192857142857,79.4258
2018-09-27,2018,9,27,Thursday,38,2018-38,88.11,88.53,87.28,87.9,2917881.0,82.59,0.0008599686135957185,81.74357142857143,79.52860000000001
2018-09-28,2018,9,28,Friday,38,2018-38,87.89,88.12,87.56,87.99,3935317.0,82.66,0.0009307320995506352,82.00357142857142,79.6484
2018-10-01,2018,10,1,Monday,39,2018-39,88.83,89.06,88.27,88.68,5268965.0,83.32,0.007939445976686166,82.31214285714285,79.7826
2018-10-02,2018,10,2,Tuesday,39,2018-39,88.7,89.61,88.48,89.02,5877870.0,83.63,0.0037607671888149063,82.63142857142857,79.93360000000001
2018-10-03,2018,10,3,Wednesday,39,2018-39,89.35,89.42,88.61,88.75,5461711.0,83.38,-0.0030399614814147213,82.86357142857143,80.0222
2018-10-04,2018,10,4,Thursday,39,2018-39,88.8,89.33,87.67,88.35,5409274.0,83.01,-0.0044676120771289796,82.97285714285715,80.0974
2018-10-05,2018,10,5,Friday,39,2018-39,88.35,88.64,87.23,87.51,4578227.0,82.22,-0.0094733999569111,83.02785714285713,80.14399999999999
2018-10-08,2018,10,8,Monday,40,2018-40,87.5,87.88,86.49,87.85,5042692.0,82.53,0.003811348546868931,83.02785714285714,80.2122
2018-10-09,2018,10,9,Tuesday,40,2018-40,87.65,88.07,85.39,85.51,7576670.0,80.34,-0.026577771508296877,82.83285714285715,80.2534
2018-10-10,2018,10,10,Wednesday,40,2018-40,85.1,85.17,82.47,82.52,9112597.0,77.53,-0.03503111917839552,82.38,80.20739999999999
2018-10-11,2018,10,11,Thursday,40,2018-40,82.36,83.41,80.87,81.42,12920318.0,76.49,-0.013346443031564292,81.84285714285714,80.15039999999999
2018-10-12,2018,10,12,Friday,40,2018-40,82.56,83.13,80.31,81.58,8156496.0,76.64,0.002009811671170869,81.39,80.10560000000001
2018-10-15,2018,10,15,Monday,41,2018-41,81.71,82.77,81.29,82.02,5177121.0,77.06,0.005399978996542432,80.99428571428572,80.072
2018-10-16,2018,10,16,Tuesday,41,2018-41,82.37,83.45,81.57,83.39,5576913.0,78.35,0.016726676952258268,80.69642857142857,80.0636
2018-10-17,2018,10,17,Wednesday,41,2018-41,83.17,83.47,81.52,81.86,5924587.0,76.9,-0.0184137820089596,80.28999999999999,80.0196
2018-10-18,2018,10,18,Thursday,41,2018-41,81.56,82.3,80.61,81.15,5420079.0,76.24,-0.0086875457710478,79.83142857142857,79.9598
2018-10-19,2018,10,19,Friday,41,2018-41,80.86,81.72,80.3,80.98,7269198.0,76.08,-0.0020166142756595784,79.31428571428572,79.9024
2018-10-22,2018,10,22,Monday,42,2018-42,80.98,81.18,79.11,79.55,8711216.0,74.73,-0.017718409119624856,78.67857142857143,79.83139999999999
2018-10-23,2018,10,23,Tuesday,42,2018-42,79.14,82.47,78.61,81.83,11171623.0,76.88,0.02863935671011375,78.21428571428571,79.8142
2018-10-24,2018,10,24,Wednesday,42,2018-42,81.96,82.62,76.62,76.82,13442463.0,72.17,-0.06114435946851726,77.44000000000001,79.7
2018-10-25,2018,10,25,Thursday,42,2018-42,77.66,78.97,77.06,78.29,7501351.0,73.55,0.01908735492334368,76.82071428571429,79.62140000000001
2018-10-26,2018,10,26,Friday,42,2018-42,77.39,78.7,76.51,77.55,7456541.0,72.86,-0.009405068308132258,76.13,79.50219999999999
2018-10-29,2018,10,29,Monday,43,2018-43,78.57,78.96,75.01,76.21,7856334.0,71.6,-0.01736568718139997,75.50571428571428,79.34440000000001
2018-10-30,2018,10,30,Tuesday,43,2018-43,76.19,77.28,75.77,77.17,7725400.0,72.5,0.012635041676701375,75.14642857142857,79.1964
2018-10-31,2018,10,31,Wednesday,43,2018-43,78.09,78.94,77.68,78.17,9773145.0,73.44,0.012966933955359528,74.92857142857143,79.0572
2018-11-01,2018,11,1,Thursday,43,2018-43,79.11,80.52,78.71,80.29,8884576.0,75.43,0.027131404446115948,74.84214285714286,78.9902
2018-11-02,2018,11,2,Friday,43,2018-43,81.09,81.58,79.43,80.2,9839247.0,75.34,-0.001175673946695155,74.7192857142857,78.9288
2018-11-05,2018,11,5,Monday,44,2018-44,80.23,80.47,79.58,80.08,8702953.0,75.24,-0.0014126921136217163,74.49714285714286,78.8566
2018-11-06,2018,11,6,Tuesday,44,2018-44,80.11,80.64,79.71,80.52,5171083.0,75.65,0.005422389246282577,74.40785714285714,78.769
2018-11-07,2018,11,7,Wednesday,44,2018-44,81.18,82.39,80.58,82.16,8579329.0,77.19,0.020400417831863304,74.47571428571428,78.72240000000001
2018-11-08,2018,11,8,Thursday,44,2018-44,82.38,83.05,82.05,82.66,7543778.0,77.66,0.006051142487844885,74.58857142857143,78.6956
2018-11-09,2018,11,9,Friday,44,2018-44,82.69,82.71,81.62,82.26,7956282.0,77.28,-0.00479658856859233,74.77071428571428,78.6734
2018-11-12,2018,11,12,Monday,45,2018-45,82.4,82.46,80.61,80.74,6669669.0,75.86,-0.018437732670645857,74.69785714285715,78.6332
2018-11-13,2018,11,13,Tuesday,45,2018-45,81.08,82.27,80.7,81.26,5454719.0,76.34,0.006391096998519696,74.99571428571429,78.6002
2018-11-14,2018,11,14,Wednesday,45,2018-45,81.84,82.25,80.93,81.11,9136432.0,76.21,-0.0017812528731496746,75.18571428571428,78.5542
2018-11-15,2018,11,15,Thursday,45,2018-45,80.06,82.19,79.7,81.64,7307811.0,77.14,0.012289790697730396,75.49142857142856,78.5182
2018-11-16,2018,11,16,Friday,45,2018-45,81.18,82.4,81.04,81.89,8238012.0,77.38,0.0030833593930952308,75.90428571428572,78.50479999999999
2018-11-19,2018,11,19,Monday,46,2018-46,81.81,81.81,80.16,80.46,7928633.0,76.03,-0.017520838692356544,76.15642857142858,78.445
2018-11-20,2018,11,20,Tuesday,46,2018-46,80.07,80.07,78.45,79.3,6969831.0,74.93,-0.014470270235011129,76.26285714285714,78.36359999999999
2018-11-21,2018,11,21,Wednesday,46,2018-46,79.48,80.21,79.09,79.11,4335904.0,74.75,-0.0023015785817049883,76.21428571428571,78.2754
2018-11-23,2018,11,23,Friday,46,2018-46,78.66,81.99,78.53,81.21,15454773.0,76.73,0.02648976612484444,76.31357142857144,78.20739999999999
2018-11-26,2018,11,26,Monday,47,2018-47,81.68,83.32,80.37,80.54,16858972.0,76.1,-0.008214587263198903,76.375,78.0998
2018-11-27,2018,11,27,Tuesday,47,2018-47,77.83,78.75,75.03,77.21,26805953.0,72.95,-0.041412827317797274,76.18214285714285,77.9298
2018-11-28,2018,11,28,Wednesday,47,2018-47,77.56,77.72,75.56,77.24,13559890.0,72.98,0.00040797395074299025,75.88142857142857,77.7388
2018-11-29,2018,11,29,Thursday,47,2018-47,77.28,77.37,75.57,76.27,9781407.0,72.07,-0.012466827085615306,75.48214285714286,77.5188
2018-11-30,2018,11,30,Friday,47,2018-47,76.0,76.98,75.54,76.68,15312716.0,72.45,0.005280562780136,75.13714285714286,77.2904
2018-12-03,2018,12,3,Monday,48,2018-48,77.9,79.29,77.58,77.78,10925328.0,73.5,0.014445242172466344,74.96857142857142,77.08019999999999
2018-12-04,2018,12,4,Tuesday,48,2018-48,77.55,77.68,75.08,76.07,12213849.0,71.88,-0.022087400006145175,74.64999999999999,76.8582
